The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           1       0.375       0.375       0.375           0
           1    0.444444    0.444444    0.444444           0
           2         0.5         0.5         0.5           0
           3         0.6    0.545455    0.545455           0
           4         0.7    0.583333    0.583333           0
           5         0.7    0.615385    0.615385           0
           6         0.7    0.642857    0.642857           1
           1         0.7         0.6         0.6           1
           2         0.7      0.5625      0.5625           0
           1         0.7    0.588235    0.588235           1
           1         0.7    0.555556    0.555556           2
           1         0.6    0.526316    0.526316           1
           1         0.5         0.5         0.5           0
           1         0.5        0.55     0.52381           0
           2         0.5         0.6    0.545455           1
           1         0.4        0.55    0.521739           0
           1         0.4        0.55    0.541667           1
           1         0.4        0.55        0.52           0
           1         0.5         0.6    0.538462           0
           2         0.5         0.6    0.555556           1
           1         0.5         0.6    0.535714           0
           1         0.6         0.6    0.551724           0
           2         0.7         0.6    0.566667           0
           3         0.7         0.6         0.6           1
           1         0.6        0.55         0.6           1
           2         0.6         0.5    0.566667           1
           3         0.5        0.45    0.533333           0
           1         0.6         0.5    0.566667           2
           1         0.5         0.5    0.566667           1
           1         0.4        0.45    0.533333           1
           2         0.4        0.45    0.533333           0
           1         0.4         0.5    0.533333           0
           2         0.4        0.55    0.533333           1
           1         0.3         0.5         0.5           0
           1         0.4         0.5         0.5           1
           1         0.4         0.5    0.466667           0
           1         0.5         0.5    0.466667           0
           2         0.5        0.55         0.5           0
           3         0.6        0.55    0.533333           0
           4         0.7        0.55    0.533333           1
           1         0.7        0.55    0.533333           0
           1         0.7        0.55    0.566667           0
           2         0.7        0.55         0.6           1
           1         0.7         0.5    0.566667           1
           2         0.6         0.5    0.533333           1
           3         0.6         0.5    0.533333           1
           4         0.5         0.5         0.5           0
           1         0.5         0.5    0.533333           1
           1         0.4         0.5         0.5           0
           1         0.4        0.55         0.5           1
           1         0.4        0.55         0.5           0
           1         0.4        0.55         0.5           0
           2         0.4        0.55         0.5           1
           1         0.4        0.55    0.466667           1
           2         0.4         0.5    0.466667           2
           1         0.4         0.5    0.466667           0
           1         0.5         0.5         0.5           2
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           1
           1         0.5         0.5         0.5           1
           2         0.4         0.4         0.4           0
           1         0.5         0.5         0.5           0
           2    0.571429    0.571429    0.571429           1
           1         0.5         0.5         0.5           1
           2    0.444444    0.444444    0.444444           0
           1         0.5         0.5         0.5           2
           1         0.5    0.454545    0.454545           0
           1         0.5         0.5         0.5           2
           1         0.4    0.461538    0.461538           0
           1         0.5         0.5         0.5           1
           1         0.5    0.466667    0.466667           0
           1         0.5         0.5         0.5           1
           1         0.4    0.470588    0.470588           2
           1         0.4    0.444444    0.444444           0
           1         0.5    0.473684    0.473684           0
           2         0.5         0.5         0.5           1
           1         0.5         0.5     0.47619           1
           2         0.4        0.45    0.454545           2
           1         0.4         0.4    0.434783           2
           2         0.3         0.4    0.416667           0
           1         0.4        0.45        0.44           1
           1         0.3         0.4    0.423077           1
           2         0.3        0.35    0.407407           1
           3         0.3        0.35    0.392857           1
           4         0.2        0.35     0.37931           1
           5         0.1         0.3    0.366667           0
           1         0.2        0.35         0.4           0
           2         0.3        0.35         0.4           0
           3         0.4         0.4         0.4           1
           1         0.4        0.35         0.4           0
           1         0.4         0.4    0.433333           0
           2         0.5         0.4    0.433333           0
           3         0.6        0.45    0.433333           0
           4         0.7         0.5    0.466667           1
           1         0.7        0.45    0.466667           0
           1         0.8        0.45    0.466667           1
           1         0.7        0.45    0.466667           0
           1         0.7         0.5    0.466667           0
           2         0.7        0.55         0.5           0
           3         0.8         0.6         0.5           1
           1         0.7        0.55         0.5           1
           2         0.6        0.55    0.466667           1
           3         0.5        0.55    0.466667           1
           4         0.4        0.55    0.466667           0
           1         0.5         0.6    0.466667           1
           1         0.4         0.6    0.433333           1
           2         0.4        0.55    0.433333           1
           3         0.3         0.5    0.433333           0
           1         0.3         0.5    0.466667           0
           2         0.3        0.55         0.5           2
           1         0.3         0.5    0.466667           1
           1         0.3        0.45    0.466667           1
           2         0.3         0.4    0.466667           0
           1         0.4         0.4         0.5           0
           2         0.4        0.45    0.533333           1
           1         0.4         0.4    0.533333           1
           2         0.4         0.4         0.5           0
           1         0.5         0.4         0.5           0
           2         0.5         0.4         0.5           2
           1         0.4        0.35         0.5           0
           1         0.5         0.4         0.5           2
           1         0.5         0.4    0.466667           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           1
           1    0.333333    0.333333    0.333333           0
           1         0.5         0.5         0.5           1
           1         0.4         0.4         0.4           0
           1         0.5         0.5         0.5           1
           1    0.428571    0.428571    0.428571           1
           2       0.375       0.375       0.375           0
           1    0.444444    0.444444    0.444444           1
           1         0.4         0.4         0.4           0
           1         0.5    0.454545    0.454545           2
           1         0.4    0.416667    0.416667           2
           2         0.4    0.384615    0.384615           1
           1         0.3    0.357143    0.357143           1
           2         0.3    0.333333    0.333333           0
           1         0.3       0.375       0.375           0
           2         0.4    0.411765    0.411765           1
           1         0.4    0.388889    0.388889           1
           2         0.3    0.368421    0.368421           0
           1         0.4         0.4         0.4           1
           1         0.3         0.4    0.380952           0
           1         0.4         0.4    0.409091           0
           2         0.5        0.45    0.434783           0
           3         0.6        0.45    0.458333           2
           1         0.6        0.45        0.44           0
           1         0.6        0.45    0.461538           0
           2         0.6         0.5    0.481481           0
           3         0.7        0.55         0.5           2
           1         0.7         0.5    0.482759           0
           1         0.7        0.55         0.5           1
           1         0.7         0.5         0.5           0
           1         0.7        0.55         0.5           0
           2         0.7         0.6    0.533333           0
           3         0.7        0.65    0.533333           0
           4         0.8         0.7    0.566667           0
           5         0.8         0.7    0.566667           1
           1         0.7        0.65    0.566667           0
           1         0.7         0.7         0.6           1
           1         0.7         0.7    0.566667           1
           2         0.6        0.65    0.566667           1
           3         0.6        0.65    0.533333           1
           4         0.5         0.6    0.533333           0
           1         0.5         0.6    0.566667           0
           2         0.5         0.6         0.6           0
           3         0.5        0.65    0.633333           0
           4         0.5        0.65    0.633333           2
           1         0.5         0.6         0.6           1
           1         0.4        0.55         0.6           0
           1         0.5         0.6    0.633333           0
           2         0.6         0.6    0.633333           1
           1         0.6         0.6    0.633333           0
           1         0.7         0.6    0.633333           1
           1         0.6        0.55         0.6           1
           2         0.5         0.5    0.566667           0
           1         0.5         0.5         0.6           0
           2         0.5         0.5         0.6           1
           1         0.5         0.5    0.566667           1
           2         0.5        0.45    0.533333           0
           1         0.5         0.5    0.566667           0
           2         0.5        0.55    0.566667           0
           3         0.6         0.6         0.6           1
           1         0.5         0.6    0.566667           1
           2         0.5        0.55    0.533333           0
           1         0.6        0.55    0.533333           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           2
           1    0.333333    0.333333    0.333333           1
           1        0.25        0.25        0.25           0
           1         0.4         0.4         0.4           1
           1    0.333333    0.333333    0.333333           0
           1    0.428571    0.428571    0.428571           0
           2         0.5         0.5         0.5           1
           1    0.444444    0.444444    0.444444           1
           2         0.4         0.4         0.4           1
           3         0.4    0.363636    0.363636           0
           1         0.4    0.416667    0.416667           1
           1         0.4    0.384615    0.384615           0
           1         0.5    0.428571    0.428571           0
           2         0.5    0.466667    0.466667           1
           1         0.5      0.4375      0.4375           0
           1         0.5    0.470588    0.470588           0
           2         0.5         0.5         0.5           0
           3         0.6    0.526316    0.526316           0
           4         0.7        0.55        0.55           2
           1         0.7        0.55     0.52381           1
           1         0.6         0.5         0.5           2
           1         0.6         0.5    0.478261           0
           1         0.6        0.55         0.5           2
           1         0.5         0.5        0.48           0
           1         0.6        0.55         0.5           2
           1         0.5         0.5    0.481481           0
           1         0.5         0.5         0.5           0
           2         0.5        0.55    0.517241           1
           1         0.4        0.55         0.5           0
           1         0.5         0.6    0.533333           0
           2         0.6         0.6    0.533333           1
           1         0.6         0.6    0.533333           1
           2         0.5        0.55    0.533333           0
           1         0.6        0.55    0.533333           1
           1         0.5        0.55    0.533333           1
           2         0.5         0.5         0.5           1
           3         0.4        0.45    0.466667           0
           1         0.4        0.45         0.5           0
           2         0.5        0.45    0.533333           1
           1         0.4        0.45    0.533333           0
           1         0.4         0.5    0.533333           0
           2         0.5        0.55    0.566667           0
           3         0.6        0.55    0.566667           1
           1         0.5        0.55    0.533333           1
           2         0.5         0.5    0.533333           1
           3         0.5         0.5         0.5           0
           1         0.6         0.5         0.5           0
           2         0.6         0.5         0.5           1
           1         0.5         0.5    0.466667           0
           1         0.6         0.5         0.5           0
           2         0.6         0.5    0.533333           1
           1         0.5         0.5    0.533333           0
           1         0.5        0.55    0.533333           0
           2         0.6        0.55    0.566667           1
           1         0.6        0.55    0.533333           0
           1         0.7         0.6    0.566667           1
           1         0.6         0.6    0.533333           0
           1         0.6         0.6    0.533333           1
           1         0.6        0.55    0.533333           0
           1         0.6         0.6    0.533333           1
           1         0.5        0.55         0.5           0
           1         0.6        0.55    0.533333           1
           1         0.5         0.5    0.533333           1
           2         0.4         0.5         0.5           0
           1         0.5        0.55    0.533333           2
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           1
           1    0.333333    0.333333    0.333333           0
           1         0.5         0.5         0.5           1
           1         0.4         0.4         0.4           1
           2    0.333333    0.333333    0.333333           0
           1    0.428571    0.428571    0.428571           0
           2         0.5         0.5         0.5           0
           3    0.555556    0.555556    0.555556           2
           1         0.5         0.5         0.5           1
           1         0.5    0.454545    0.454545           1
           2         0.4    0.416667    0.416667           0
           1         0.5    0.461538    0.461538           1
           1         0.4    0.428571    0.428571           0
           1         0.5    0.466667    0.466667           1
           1         0.5      0.4375      0.4375           1
           2         0.4    0.411765    0.411765           1
           3         0.3    0.388889    0.388889           1
           4         0.2    0.368421    0.368421           1
           5         0.2        0.35        0.35           0
           1         0.3         0.4    0.380952           1
           1         0.3        0.35    0.363636           1
           2         0.2        0.35    0.347826           0
           1         0.3        0.35       0.375           1
           1         0.2        0.35        0.36           0
           1         0.3         0.4    0.384615           1
           1         0.3        0.35     0.37037           0
           1         0.4        0.35    0.392857           1
           1         0.4         0.3     0.37931           1
           2         0.4         0.3    0.366667           0
           1         0.4        0.35         0.4           2
           1         0.4        0.35    0.366667           0
           1         0.5        0.35         0.4           0
           2         0.5         0.4         0.4           1
           1         0.5        0.35         0.4           1
           2         0.4        0.35         0.4           1
           3         0.4        0.35    0.366667           0
           1         0.4         0.4    0.366667           1
           1         0.4         0.4    0.333333           0
           1         0.5        0.45    0.366667           1
           1         0.4         0.4    0.366667           0
           1         0.5        0.45         0.4           1
           1         0.4        0.45    0.366667           0
           1         0.4        0.45         0.4           1
           1         0.4        0.45    0.366667           1
           2         0.4         0.4    0.366667           1
           3         0.4         0.4    0.366667           1
           4         0.3        0.35    0.366667           0
           1         0.4         0.4         0.4           0
           2         0.4        0.45    0.433333           0
           3         0.5        0.45    0.433333           1
           1         0.4        0.45    0.433333           0
           1         0.5        0.45    0.466667           0
           2         0.5        0.45    0.466667           1
           1         0.5        0.45    0.466667           0
           1         0.6         0.5    0.466667           0
           2         0.7        0.55         0.5           1
           1         0.7         0.5    0.466667           1
           2         0.6         0.5    0.466667           1
           3         0.5        0.45    0.466667           0
           1         0.5         0.5    0.466667           0
           2         0.6         0.5         0.5           1
           1         0.5         0.5    0.466667           2
           1         0.4        0.45    0.433333           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           1
           1           0           0           0           1
           2           0           0           0           1
           3           0           0           0           1
           4           0           0           0           1
           5           0           0           0           1
           6           0           0           0           1
           7           0           0           0           1
           8           0           0           0           0
           1         0.1         0.1         0.1           0
           2         0.2    0.181818    0.181818           1
           1         0.2    0.166667    0.166667           1
           2         0.2    0.153846    0.153846           1
           3         0.2    0.142857    0.142857           0
           1         0.3         0.2         0.2           1
           1         0.3      0.1875      0.1875           1
           2         0.3    0.176471    0.176471           1
           3         0.3    0.166667    0.166667           1
           4         0.3    0.157895    0.157895           0
           1         0.3         0.2         0.2           0
           2         0.3        0.25    0.238095           0
           3         0.4         0.3    0.272727           1
           1         0.4         0.3     0.26087           1
           2         0.4         0.3        0.25           2
           1         0.3         0.3        0.24           2
           2         0.3         0.3    0.230769           1
           1         0.3         0.3    0.222222           1
           2         0.3         0.3    0.214286           1
           3         0.3         0.3    0.206897           0
           1         0.3         0.3    0.233333           2
           1         0.2        0.25    0.233333           0
           1         0.2         0.3    0.266667           2
           1         0.2         0.3    0.266667           1
           1         0.2         0.3    0.266667           1
           2         0.2        0.25    0.266667           0
           1         0.3         0.3         0.3           0
           2         0.4        0.35    0.333333           0
           3         0.5         0.4    0.366667           0
           4         0.6        0.45         0.4           1
           1         0.5         0.4    0.366667           1
           2         0.5        0.35    0.333333           0
           1         0.5        0.35    0.366667           1
           1         0.5        0.35    0.366667           1
           2         0.5        0.35    0.366667           1
           3         0.5        0.35    0.333333           1
           4         0.4        0.35    0.333333           1
           5         0.3        0.35    0.333333           1
           6         0.2        0.35    0.333333           0
           1         0.2         0.4    0.366667           1
           1         0.2        0.35    0.333333           2
           1         0.2        0.35         0.3           1
           1         0.1         0.3    0.266667           1
           2         0.1         0.3    0.266667           0
           1         0.2        0.35         0.3           0
           2         0.3         0.4    0.333333           0
           3         0.4         0.4    0.366667           0
           4         0.5         0.4         0.4           0
           5         0.6         0.4    0.433333           2
           1         0.5        0.35    0.433333           0
           1         0.6         0.4    0.433333           1
           1         0.6         0.4    0.433333           0
           1         0.7         0.4    0.433333           0
           2         0.8        0.45    0.466667           2
           1         0.7        0.45    0.466667           0
           1         0.7         0.5         0.5           0
           2         0.7        0.55         0.5           0
           3         0.7         0.6         0.5           1
           1         0.6         0.6    0.466667           2
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           1
           1           0           0           0           1
           2           0           0           0           0
           1        0.25        0.25        0.25           0
           2         0.4         0.4         0.4           1
           1    0.333333    0.333333    0.333333           0
           1    0.428571    0.428571    0.428571           0
           2         0.5         0.5         0.5           2
           1    0.444444    0.444444    0.444444           0
           1         0.5         0.5         0.5           0
           2         0.6    0.545455    0.545455           0
           3         0.7    0.583333    0.583333           1
           1         0.7    0.538462    0.538462           0
           1         0.7    0.571429    0.571429           1
           1         0.6    0.533333    0.533333           1
           2         0.6         0.5         0.5           0
           1         0.6    0.529412    0.529412           1
           1         0.5         0.5         0.5           0
           1         0.6    0.526316    0.526316           2
           1         0.5         0.5         0.5           2
           2         0.4         0.5     0.47619           2
           3         0.3         0.5    0.454545           0
           1         0.4        0.55    0.478261           1
           1         0.3         0.5    0.458333           0
           1         0.4         0.5        0.48           1
           1         0.4         0.5    0.461538           0
           1         0.4         0.5    0.481481           0
           2         0.5         0.5         0.5           0
           3         0.5        0.55    0.517241           1
           1         0.5         0.5         0.5           1
           2         0.5        0.45         0.5           1
           3         0.5         0.4         0.5           0
           1         0.5        0.45    0.533333           0
           2         0.6        0.45    0.533333           0
           3         0.6         0.5    0.533333           2
           1         0.6         0.5    0.533333           0
           1         0.6         0.5    0.533333           0
           2         0.6        0.55    0.533333           2
           1         0.5         0.5    0.533333           0
           1         0.6        0.55    0.533333           0
           2         0.7         0.6    0.533333           0
           3         0.8        0.65    0.533333           0
           4         0.8        0.65    0.566667           0
           5         0.8         0.7    0.566667           1
           1         0.7        0.65    0.566667           1
           2         0.7        0.65    0.566667           1
           3         0.6         0.6    0.533333           1
           4         0.5        0.55    0.533333           0
           1         0.6        0.55    0.533333           1
           1         0.5        0.55    0.533333           0
           1         0.5         0.6    0.566667           0
           2         0.5        0.65         0.6           0
           3         0.5        0.65         0.6           0
           4         0.5        0.65    0.633333           2
           1         0.5         0.6         0.6           0
           1         0.6        0.65    0.633333           1
           1         0.6         0.6         0.6           0
           1         0.7         0.6         0.6           1
           1         0.6         0.6    0.566667           1
           2         0.6        0.55    0.566667           1
           3         0.5         0.5    0.566667           1
           4         0.4        0.45    0.566667           1
           5         0.3         0.4    0.533333           0
           1         0.3         0.4    0.533333           2
           1         0.3         0.4         0.5           0
           1         0.3        0.45    0.533333           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           0
           3        0.75        0.75        0.75           1
           1         0.6         0.6         0.6           0
           1    0.666667    0.666667    0.666667           1
           1    0.571429    0.571429    0.571429           0
           1       0.625       0.625       0.625           0
           2    0.666667    0.666667    0.666667           1
           1         0.6         0.6         0.6           1
           2         0.6    0.545455    0.545455           1
           3         0.5         0.5         0.5           0
           1         0.5    0.538462    0.538462           0
           2         0.5    0.571429    0.571429           1
           1         0.5    0.533333    0.533333           1
           2         0.4         0.5         0.5           1
           3         0.4    0.470588    0.470588           1
           4         0.3    0.444444    0.444444           0
           1         0.3    0.473684    0.473684           1
           1         0.3        0.45        0.45           1
           2         0.3        0.45    0.428571           1
           3         0.3         0.4    0.409091           1
           4         0.2        0.35    0.391304           1
           5         0.1         0.3       0.375           1
           6         0.1         0.3        0.36           0
           1         0.2         0.3    0.384615           0
           2         0.3        0.35    0.407407           0
           3         0.4        0.35    0.428571           2
           1         0.3         0.3    0.413793           0
           1         0.4        0.35    0.433333           1
           1         0.4        0.35    0.433333           1
           2         0.4        0.35         0.4           0
           1         0.5        0.35         0.4           1
           1         0.5         0.3    0.366667           1
           2         0.5         0.3    0.366667           2
           1         0.4         0.3    0.333333           0
           1         0.4        0.35    0.366667           0
           2         0.4         0.4    0.366667           0
           3         0.5         0.4    0.366667           1
           1         0.4         0.4    0.366667           1
           2         0.4         0.4    0.366667           1
           3         0.4         0.4    0.366667           1
           4         0.3         0.4    0.333333           1
           5         0.3         0.4         0.3           1
           6         0.3         0.4         0.3           1
           7         0.3        0.35         0.3           0
           1         0.3        0.35    0.333333           0
           2         0.3        0.35    0.366667           1
           1         0.2        0.35    0.333333           1
           2         0.2         0.3    0.333333           0
           1         0.3        0.35    0.366667           0
           2         0.4         0.4         0.4           1
           1         0.4        0.35         0.4           0
           1         0.5         0.4    0.433333           0
           2         0.6        0.45    0.466667           0
           3         0.7         0.5    0.466667           0
           4         0.7         0.5    0.466667           0
           5         0.7         0.5    0.466667           0
           6         0.8         0.5         0.5           0
           7         0.9        0.55         0.5           0
           8         0.9         0.6    0.533333           1
           1         0.8         0.6    0.533333           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           0
           3        0.75        0.75        0.75           0
           4         0.8         0.8         0.8           0
           5    0.833333    0.833333    0.833333           0
           6    0.857143    0.857143    0.857143           1
           1        0.75        0.75        0.75           0
           1    0.777778    0.777778    0.777778           1
           1         0.7         0.7         0.7           1
           2         0.7    0.636364    0.636364           1
           3         0.6    0.583333    0.583333           0
           1         0.6    0.615385    0.615385           1
           1         0.5    0.571429    0.571429           1
           2         0.4    0.533333    0.533333           0
           1         0.4      0.5625      0.5625           0
           2         0.4    0.588235    0.588235           0
           3         0.5    0.611111    0.611111           0
           4         0.5    0.631579    0.631579           1
           1         0.5         0.6         0.6           0
           1         0.6        0.65    0.619048           1
           1         0.6         0.6    0.590909           0
           1         0.6         0.6    0.608696           1
           1         0.6        0.55    0.583333           1
           2         0.6         0.5        0.56           0
           1         0.6         0.5    0.576923           0
           2         0.6         0.5    0.592593           2
           1         0.5         0.5    0.571429           1
           1         0.4        0.45    0.551724           0
           1         0.5         0.5    0.566667           1
           1         0.4         0.5    0.566667           1
           2         0.4         0.5    0.533333           0
           1         0.4         0.5    0.533333           0
           2         0.5        0.55    0.533333           0
           3         0.6         0.6    0.533333           1
           1         0.5        0.55         0.5           0
           1         0.5        0.55         0.5           1
           1         0.5         0.5         0.5           0
           1         0.6         0.5         0.5           1
           1         0.5         0.5         0.5           0
           1         0.6         0.5    0.533333           1
           1         0.6         0.5    0.533333           1
           2         0.5        0.45         0.5           0
           1         0.5         0.5    0.533333           1
           1         0.4         0.5    0.533333           2
           1         0.4        0.45         0.5           0
           1         0.4        0.45         0.5           0
           2         0.5         0.5         0.5           1
           1         0.4         0.5    0.466667           0
           1         0.5         0.5         0.5           1
           1         0.4         0.5    0.466667           1
           2         0.4         0.5    0.466667           2
           1         0.4        0.45    0.433333           0
           1         0.4        0.45    0.466667           0
           2         0.5        0.45         0.5           1
           1         0.5        0.45    0.466667           0
           1         0.5        0.45    0.466667           1
           1         0.4        0.45    0.466667           1
           2         0.4         0.4    0.466667           0
           1         0.4        0.45    0.466667           0
           2         0.5        0.45         0.5           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           1
           1         0.5         0.5         0.5           0
           1         0.6         0.6         0.6           0
           2    0.666667    0.666667    0.666667           1
           1    0.571429    0.571429    0.571429           1
           2         0.5         0.5         0.5           0
           1    0.555556    0.555556    0.555556           2
           1         0.5         0.5         0.5           1
           1         0.5    0.454545    0.454545           2
           1         0.4    0.416667    0.416667           0
           1         0.4    0.461538    0.461538           0
           2         0.5         0.5         0.5           0
           3         0.5    0.533333    0.533333           0
           4         0.5      0.5625      0.5625           1
           1         0.5    0.529412    0.529412           1
           2         0.5         0.5         0.5           2
           1         0.4    0.473684    0.473684           1
           1         0.4        0.45        0.45           2
           1         0.4        0.45    0.428571           1
           1         0.4         0.4    0.409091           1
           2         0.3        0.35    0.391304           0
           1         0.3         0.4    0.416667           1
           1         0.2        0.35         0.4           0
           1         0.2        0.35    0.423077           1
           1         0.2        0.35    0.407407           0
           1         0.3         0.4    0.428571           1
           1         0.3        0.35    0.413793           1
           2         0.3        0.35         0.4           2
           1         0.3        0.35         0.4           0
           1         0.4         0.4         0.4           1
           1         0.4        0.35    0.366667           1
           2         0.3         0.3    0.366667           0
           1         0.4         0.3    0.366667           0
           2         0.4         0.3    0.366667           0
           3         0.5        0.35         0.4           0
           4         0.5         0.4    0.433333           1
           1         0.5         0.4         0.4           0
           1         0.6        0.45    0.433333           1
           1         0.6        0.45    0.433333           1
           2         0.5        0.45    0.433333           1
           3         0.5        0.45         0.4           0
           1         0.6        0.45         0.4           0
           2         0.6         0.5         0.4           1
           1         0.5        0.45    0.366667           1
           2         0.4        0.45    0.366667           0
           1         0.4        0.45         0.4           0
           2         0.5         0.5    0.433333           1
           1         0.4         0.5    0.433333           1
           2         0.4         0.5    0.433333           0
           1         0.5         0.5    0.466667           1
           1         0.5         0.5    0.466667           1
           2         0.4         0.5    0.433333           1
           3         0.3        0.45    0.433333           0
           1         0.4        0.45    0.433333           0
           2         0.5        0.45    0.466667           0
           3         0.5        0.45    0.466667           1
           1         0.4        0.45    0.466667           1
           2         0.4         0.4    0.466667           1
           3         0.4         0.4    0.466667           1
           4         0.3         0.4    0.433333           1
           5         0.3         0.4    0.433333           0
           1         0.4         0.4    0.466667           0
           2         0.5         0.4    0.466667           0
           3         0.5        0.45    0.466667           1
           1         0.4        0.45    0.433333           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           2
           1         0.5         0.5         0.5           0
           1         0.6         0.6         0.6           1
           1         0.5         0.5         0.5           1
           2    0.428571    0.428571    0.428571           0
           1         0.5         0.5         0.5           1
           1    0.444444    0.444444    0.444444           0
           1         0.5         0.5         0.5           0
           2         0.6    0.545455    0.545455           0
           3         0.6    0.583333    0.583333           0
           4         0.6    0.615385    0.615385           0
           5         0.7    0.642857    0.642857           0
           6         0.7    0.666667    0.666667           0
           7         0.8      0.6875      0.6875           0
           8         0.9    0.705882    0.705882           0
           9         0.9    0.722222    0.722222           0
          10           1    0.736842    0.736842           1
           1         0.9         0.7         0.7           0
           1         0.9        0.75    0.714286           0
           2         0.9        0.75    0.727273           1
           1         0.8         0.7    0.695652           2
           1         0.7         0.7    0.666667           1
           1         0.6        0.65        0.64           0
           1         0.6         0.7    0.653846           2
           1         0.5         0.7     0.62963           0
           1         0.5         0.7    0.642857           2
           1         0.4         0.7     0.62069           0
           1         0.5         0.7    0.633333           0
           2         0.5         0.7    0.666667           1
           1         0.4        0.65    0.633333           1
           2         0.4         0.6         0.6           0
           1         0.5         0.6    0.633333           2
           1         0.5        0.55         0.6           0
           1         0.5        0.55    0.633333           1
           1         0.5         0.5    0.633333           1
           2         0.4        0.45         0.6           0
           1         0.5        0.45    0.633333           2
           1         0.4        0.45         0.6           0
           1         0.4        0.45         0.6           0
           2         0.5        0.45         0.6           0
           3         0.6         0.5         0.6           1
           1         0.5         0.5    0.566667           1
           2         0.5         0.5    0.533333           2
           1         0.4        0.45         0.5           0
